County;Municipality;Site_ID;Site_name;Site_type;Collected;Lab_ID;BP;SD;From;To;%;?C13;Context;Material;Material_type;Reference
Moere_og_Romsdal;Gjemnes;10243;Jelkrem;Stone_Age;2012;Ua-45438;3648;30;-2135;-1937;95.4;N/A;Kulturlag_5;Charcoal;Unknown;Lorentzen_2013
Moere_og_Romsdal;Gjemnes;10243;Jelkrem;Stone_Age;2012;Ua-45426;3544;30;-1961;-1770;95.4;N/A;Dyrkingslag;Charcoal;Unknown;Lorentzen_2013
Moere_og_Romsdal;Gjemnes;10243;Jelkrem;Stone_Age;2012;Ua-45425;3271;30;-1624;-1461;95.4;N/A;Dyrkingslag;Charcoal;Unknown;Lorentzen_2013
Moere_og_Romsdal;Kristiansund;10246;Dalehelleren;Rockshelter;1969;T-879;3040;70;-1444;-1058;95.4;N/A;Layer_(lower_part);Charcoal;Unknown;Nydal_et_al._1972
Moere_og_Romsdal;Kristiansund;10247;Skorpa_lok._9;Stone_Age;2012;Beta-364267;5020;30;-3943;-3710;95.4;N/A;Layer_2;Charcoal;corylus_nutshell;Mokkelbost_2014
Moere_og_Romsdal;Kristiansund;10247;Skorpa_lok._9;Stone_Age;2012;Beta-364266;4970;30;-3893;-3661;95.4;N/A;Layer_1;Charcoal;corylus_nutshell;Mokkelbost_2014
Moere_og_Romsdal;Tingvoll;10253;Meisingset_I;Stone_Age;2016;Tra-11085;8060;35;-7136;-6829;95.4;N/A;Layer_1;Charcoal;corylus_nutshell;Mokkelbost_and_Henriksen_2017
Moere_og_Romsdal;Tingvoll;10253;Meisingset_I;Stone_Age;2016;Tra-11084;7910;50;-7029;-6649;95.4;N/A;Layer_2;Charcoal;corylus_nutshell;Mokkelbost_and_Henriksen_2017
Moere_og_Romsdal;Tingvoll;10253;Meisingset_I;Stone_Age;2016;Tra-11082;7900;35;-7024;-6647;95.4;N/A;Layer_1;Charcoal;corylus_nutshell;Mokkelbost_and_Henriksen_2017
Moere_og_Romsdal;Tingvoll;10253;Meisingset_I;Stone_Age;2016;Tra-11081;7895;40;-7027;-6643;95.4;N/A;Layer_2;Charcoal;corylus_nutshell;Mokkelbost_and_Henriksen_2017
Moere_og_Romsdal;Tingvoll;10253;Meisingset_I;Stone_Age;2016;Tra-11077;7890;30;-7001;-6644;95.4;N/A;Layer_2;Charcoal;corylus_nutshell;Mokkelbost_and_Henriksen_2017
Moere_og_Romsdal;Tingvoll;10253;Meisingset_I;Stone_Age;2016;Tra-11087;7870;35;-6982;-6612;95.4;N/A;Layer_2;Charcoal;corylus_nutshell;Mokkelbost_and_Henriksen_2017
Moere_og_Romsdal;Tingvoll;10253;Meisingset_I;Stone_Age;2016;Tra-11083;7860;30;-6814;-6634;95.4;N/A;Layer_2;Charcoal;corylus_nutshell;Mokkelbost_and_Henriksen_2017
Moere_og_Romsdal;Tingvoll;10253;Meisingset_I;Stone_Age;2016;Tra-11073;7765;35;-6653;-6501;95.4;N/A;Layer_2;Charcoal;corylus_nutshell;Mokkelbost_and_Henriksen_2017
Moere_og_Romsdal;Tingvoll;10253;Meisingset_I;Stone_Age;2016;Tra-11080;7670;30;-6590;-6457;95.4;N/A;Layer_2;Charcoal;corylus_nutshell;Mokkelbost_and_Henriksen_2017
Moere_og_Romsdal;Tingvoll;10253;Meisingset_I;Stone_Age;2016;Tra-11074;7600;30;-6491;-6416;95.4;N/A;Layer_2;Charcoal;corylus_nutshell;Mokkelbost_and_Henriksen_2017
Moere_og_Romsdal;Tingvoll;10253;Meisingset_I;Stone_Age;2016;Tra-11254;7440;35;-6396;-6236;95.4;N/A;Profile_through_cultural_layer;Charcoal;Maloideae;Mokkelbost_and_Henriksen_2017
Moere_og_Romsdal;Tingvoll;10253;Meisingset_I;Stone_Age;2016;Tra-11075;7385;20;-6361;-6218;95.4;N/A;Layer_1;Charcoal;corylus_nutshell;Mokkelbost_and_Henriksen_2017
Moere_og_Romsdal;Tingvoll;10253;Meisingset_I;Stone_Age;2016;Tra-11072;7360;30;-6357;-6093;95.4;N/A;Layer_1;Charcoal;corylus_nutshell;Mokkelbost_and_Henriksen_2017
Moere_og_Romsdal;Tingvoll;10253;Meisingset_I;Stone_Age;2016;Tra-11078;7340;30;-6327;-6084;95.4;N/A;Layer_1;Charcoal;corylus_nutshell;Mokkelbost_and_Henriksen_2017
Moere_og_Romsdal;Tingvoll;10253;Meisingset_I;Stone_Age;2016;Tra-11076;7325;35;-6245;-6077;95.4;N/A;Layer_2;Charcoal;corylus_nutshell;Mokkelbost_and_Henriksen_2017
Moere_og_Romsdal;Tingvoll;10253;Meisingset_I;Stone_Age;2016;Tra-11070;6875;40;-5845;-5670;95.4;N/A;Layer_1;Charcoal;corylus_nutshell;Mokkelbost_and_Henriksen_2017
Moere_og_Romsdal;Tingvoll;10253;Meisingset_I;Stone_Age;2016;Tra-11071;6875;30;-5841;-5707;95.4;N/A;Layer_1;Charcoal;corylus_nutshell;Mokkelbost_and_Henriksen_2017
Moere_og_Romsdal;Tingvoll;10253;Meisingset_I;Stone_Age;2016;Tra-11079;6845;50;-5838;-5643;95.4;N/A;Layer_1;Charcoal;corylus_nutshell;Mokkelbost_and_Henriksen_2017
Moere_og_Romsdal;Tingvoll;10253;Meisingset_I;Stone_Age;2016;Tra-11069;6060;55;-5207;-4803;95.4;N/A;Layer_1;Charcoal;corylus_nutshell;Mokkelbost_and_Henriksen_2017
Moere_og_Romsdal;Tingvoll;10254;Meisingset_II;Stone_Age;2016;Tra-11067;6170;25;-5214;-5046;95.4;N/A;Layer_1;Charcoal;corylus_nutshell;Mokkelbost_and_Henriksen_2017
Moere_og_Romsdal;Tingvoll;10254;Meisingset_II;Stone_Age;2016;Tra-11068;6135;30;-5209;-4997;95.4;N/A;Layer_1;Charcoal;corylus_nutshell;Mokkelbost_and_Henriksen_2017
Moere_og_Romsdal;aalesund;10642;Longva_65;Stone_Age;2015;Beta-428844;7010;30;-5986;-5814;95.4;N/A;F;Charcoal;birchbark;Bondevik_et_al._2019
Moere_og_Romsdal;aalesund;10642;Longva_65;Stone_Age;2015;Beta-458886;6880;30;-5841;-5712;95.4;N/A;E/G;Charcoal;betula;Bondevik_et_al._2019
Moere_og_Romsdal;aalesund;10642;Longva_65;Stone_Age;2015;Beta-428845;6870;30;-5839;-5678;95.4;N/A;F;Charcoal;birchbark;Bondevik_et_al._2019
Moere_og_Romsdal;aalesund;10642;Longva_65;Stone_Age;2015;Beta-458885;6740;30;-5713;-5620;95.4;N/A;E;Charcoal;betula;Bondevik_et_al._2019
Moere_og_Romsdal;aalesund;10642;Longva_65;Stone_Age;2015;Beta-468569;6740;30;-5713;-5620;95.4;N/A;F;Charcoal;birchbark;Bondevik_et_al._2019
Moere_og_Romsdal;aalesund;10642;Longva_65;Stone_Age;2015;Beta-428840;6730;30;-5711;-5573;95.4;N/A;E_(BASE);Charcoal;corylus_nutshell;Bondevik_et_al._2019
Moere_og_Romsdal;aalesund;10642;Longva_65;Stone_Age;2015;Beta-389722;6680;30;-5657;-5541;95.4;N/A;E_(BASE);Charcoal;corylus_nutshell;Bondevik_et_al._2019
Moere_og_Romsdal;aalesund;10642;Longva_65;Stone_Age;2015;Beta-468570;6650;30;-5631;-5526;95.4;N/A;F/E_(BASE);Charcoal;birchbark;Bondevik_et_al._2019
Moere_og_Romsdal;aalesund;10642;Longva_65;Stone_Age;2015;Beta-468571;6630;30;-5625;-5511;95.4;N/A;F/E_(BASE);Charcoal;birchbark;Bondevik_et_al._2019
Moere_og_Romsdal;aalesund;10642;Longva_65;Stone_Age;2015;Beta-415029;6570;30;-5609;-5478;95.4;N/A;Layer_E;Charcoal;corylus_nutshell;Bondevik_et_al._2019
Moere_og_Romsdal;aalesund;10642;Longva_65;Stone_Age;2015;Beta-389716;6570;30;-5609;-5478;95.4;N/A;E_(BASE);Charcoal;corylus_nutshell;Bondevik_et_al._2019
Moere_og_Romsdal;aalesund;10642;Longva_65;Stone_Age;2015;Beta-468568;6570;30;-5609;-5478;95.4;N/A;F;Charcoal;birchbark;Bondevik_et_al._2019
Moere_og_Romsdal;aalesund;10642;Longva_65;Stone_Age;2015;Beta-428846;6560;30;-5606;-5476;95.4;N/A;E;Charcoal;betula;Bondevik_et_al._2019
Moere_og_Romsdal;aalesund;10642;Longva_65;Stone_Age;2015;Beta-389714;6560;30;-5606;-5476;95.4;N/A;E_(BASE);Charcoal;corylus_nutshell;Bondevik_et_al._2019
Moere_og_Romsdal;aalesund;10642;Longva_65;Stone_Age;2015;Beta-415035;6550;30;-5559;-5473;95.4;N/A;E;Charcoal;birchbark;Bondevik_et_al._2019
Moere_og_Romsdal;aalesund;10642;Longva_65;Stone_Age;2015;Beta-389717;6540;30;-5558;-5471;95.4;N/A;E;Charcoal;betula;Bondevik_et_al._2019
Moere_og_Romsdal;aalesund;10642;Longva_65;Stone_Age;2015;Beta-468572;6530;30;-5558;-5391;95.4;N/A;F/E_(BASE);Charcoal;birchbark;Bondevik_et_al._2019
Moere_og_Romsdal;aalesund;10642;Longva_65;Stone_Age;2015;Beta-415030;6520;30;-5547;-5384;95.4;N/A;E;Charcoal;corylus_nutshell;Bondevik_et_al._2019
Moere_og_Romsdal;aalesund;10642;Longva_65;Stone_Age;2015;Beta-458900;6500;30;-5525;-5376;95.4;N/A;E_(BASE);Charcoal;betula;Bondevik_et_al._2019
Moere_og_Romsdal;aalesund;10642;Longva_65;Stone_Age;2015;Beta-468567;6500;30;-5525;-5376;95.4;N/A;F;Charcoal;birchbark;Bondevik_et_al._2019
Moere_og_Romsdal;aalesund;10642;Longva_65;Stone_Age;2015;Beta-415031;6480;30;-5490;-5370;95.4;N/A;E;Charcoal;corylus_nutshell;Bondevik_et_al._2019
Moere_og_Romsdal;aalesund;10642;Longva_65;Stone_Age;2015;Beta-458898;6480;30;-5490;-5370;95.4;N/A;E_(BASE);Charcoal;betula;Bondevik_et_al._2019
Moere_og_Romsdal;aalesund;10642;Longva_65;Stone_Age;2015;Beta-458897;6450;30;-5480;-5362;95.4;N/A;E;Charcoal;corylus_nutshell;Bondevik_et_al._2019
Moere_og_Romsdal;aalesund;10642;Longva_65;Stone_Age;2015;Beta-415036;6450;30;-5480;-5362;95.4;N/A;E;Charcoal;corylus_nutshell;Bondevik_et_al._2019
Moere_og_Romsdal;aalesund;10642;Longva_65;Stone_Age;2015;Beta-458883;6440;30;-5479;-5345;95.4;N/A;E;Charcoal;corylus_nutshell;Bondevik_et_al._2019
Moere_og_Romsdal;aalesund;10642;Longva_65;Stone_Age;2015;Beta-431633;6440;30;-5479;-5345;95.4;N/A;E;Charcoal;corylus_nutshell;Bondevik_et_al._2019
Moere_og_Romsdal;aalesund;10642;Longva_65;Stone_Age;2015;Beta-458884;6400;30;-5469;-5321;95.4;N/A;E;Charcoal;betula;Bondevik_et_al._2019
Moere_og_Romsdal;aalesund;10642;Longva_65;Stone_Age;2015;Beta-458895;6360;30;-5467;-5234;95.4;N/A;E;Charcoal;corylus_nutshell;Bondevik_et_al._2019
Moere_og_Romsdal;aalesund;10642;Longva_65;Stone_Age;2015;Beta-415037;6360;30;-5467;-5234;95.4;N/A;E_(BASE);Charcoal;corylus_nutshell;Bondevik_et_al._2019
Moere_og_Romsdal;aalesund;10642;Longva_65;Stone_Age;2015;Beta-458892;6360;30;-5467;-5234;95.4;N/A;E;Charcoal;corylus_nutshell;Bondevik_et_al._2019
Moere_og_Romsdal;aalesund;10642;Longva_65;Stone_Age;2015;Beta-389719;6340;30;-5460;-5223;95.4;N/A;E_(BASE);Charcoal;corylus_nutshell;Bondevik_et_al._2019
Moere_og_Romsdal;aalesund;10642;Longva_65;Stone_Age;2015;Beta-389718;6330;30;-5369;-5224;95.4;N/A;E_(TOP);Charcoal;corylus_nutshell;Bondevik_et_al._2019
Moere_og_Romsdal;aalesund;10642;Longva_65;Stone_Age;2015;Beta-458896;6320;30;-5361;-5223;95.4;N/A;E;Charcoal;corylus_nutshell;Bondevik_et_al._2019
Moere_og_Romsdal;aalesund;10642;Longva_65;Stone_Age;2015;Beta-458888;6310;30;-5351;-5218;95.4;N/A;D;Charcoal;corylus_nutshell;Bondevik_et_al._2019
Moere_og_Romsdal;aalesund;10642;Longva_65;Stone_Age;2015;Beta-472533;6270;30;-5316;-5211;95.4;N/A;E;Charcoal;corylus_nutshell;Bondevik_et_al._2019
Moere_og_Romsdal;aalesund;10642;Longva_65;Stone_Age;2015;Beta-428843;6230;30;-5302;-5070;95.4;N/A;E/F;Charcoal;corylus_nutshell;Bondevik_et_al._2019
Moere_og_Romsdal;aalesund;10642;Longva_65;Stone_Age;2015;Beta-458882;6220;30;-5298;-5065;95.4;N/A;E_(TOP);Charcoal;betula;Bondevik_et_al._2019
Moere_og_Romsdal;aalesund;10642;Longva_65;Stone_Age;2015;Beta-389713;6210;30;-5293;-5057;95.4;N/A;E_(TOP);Charcoal;corylus_nutshell;Bondevik_et_al._2019
Moere_og_Romsdal;aalesund;10642;Longva_65;Stone_Age;2015;Beta-472534;6180;30;-5220;-5039;95.4;N/A;E;Charcoal;corylus_nutshell;Bondevik_et_al._2019
Moere_og_Romsdal;aalesund;10642;Longva_65;Stone_Age;2015;Beta-389720;6160;30;-5214;-5022;95.4;N/A;E_(TOP);Charcoal;corylus_nutshell;Bondevik_et_al._2019
Moere_og_Romsdal;aalesund;10642;Longva_65;Stone_Age;2015;Beta-472536;6160;30;-5214;-5022;95.4;N/A;E_(TOP);Charcoal;corylus_nutshell;Bondevik_et_al._2019
Moere_og_Romsdal;aalesund;10642;Longva_65;Stone_Age;2015;Beta-415028;6140;30;-5209;-5002;95.4;N/A;E;Charcoal;corylus_nutshell;Bondevik_et_al._2019
Moere_og_Romsdal;aalesund;10642;Longva_65;Stone_Age;2015;Beta-472535;6140;30;-5209;-5002;95.4;N/A;E;Charcoal;corylus_nutshell;Bondevik_et_al._2019
Moere_og_Romsdal;aalesund;10642;Longva_65;Stone_Age;2015;Beta-389709;6140;30;-5209;-5002;95.4;N/A;D/E_(MIDDLE);Charcoal;betula;Bondevik_et_al._2019
Moere_og_Romsdal;aalesund;10642;Longva_65;Stone_Age;2015;Beta-428851;6130;30;-5209;-4992;95.4;N/A;D/E;Charcoal;corylus_nutshell;Bondevik_et_al._2019
Moere_og_Romsdal;aalesund;10642;Longva_65;Stone_Age;2015;Beta-458887;6130;30;-5209;-4992;95.4;N/A;F;Charcoal;betula;Bondevik_et_al._2019
Moere_og_Romsdal;aalesund;10642;Longva_65;Stone_Age;2015;Beta-458894;6120;30;-5208;-4961;95.4;N/A;E_(TOP);Charcoal;betula;Bondevik_et_al._2019
Moere_og_Romsdal;aalesund;10642;Longva_65;Stone_Age;2015;Beta-389712;6110;30;-5207;-4944;95.4;N/A;E_(BASE);Charcoal;betula;Bondevik_et_al._2019
Moere_og_Romsdal;aalesund;10642;Longva_65;Stone_Age;2015;Beta-452527;6100;30;-5207;-4935;95.4;N/A;E_(BASE);Charcoal;corylus_nutshell;Bondevik_et_al._2019
Moere_og_Romsdal;aalesund;10642;Longva_65;Stone_Age;2015;Beta-428852;6100;30;-5207;-4935;95.4;N/A;E;Charcoal;corylus_nutshell;Bondevik_et_al._2019
Moere_og_Romsdal;aalesund;10642;Longva_65;Stone_Age;2015;Beta-452528;6080;30;-5198;-4856;95.4;N/A;E;Charcoal;corylus_nutshell;Bondevik_et_al._2019
Moere_og_Romsdal;aalesund;10642;Longva_65;Stone_Age;2015;Beta-389721;6070;30;-5189;-4851;95.4;N/A;E_(MIDDLE);Charcoal;betula;Bondevik_et_al._2019
Moere_og_Romsdal;aalesund;10642;Longva_65;Stone_Age;2015;Beta-458901;6070;30;-5189;-4851;95.4;N/A;E_(MIDDLE);Charcoal;corylus_nutshell;Bondevik_et_al._2019
Moere_og_Romsdal;aalesund;10642;Longva_65;Stone_Age;2015;Beta-472532;6050;30;-5033;-4848;95.4;N/A;E_(BASE);Charcoal;corylus_nutshell;Bondevik_et_al._2019
Moere_og_Romsdal;aalesund;10642;Longva_65;Stone_Age;2015;Beta-428850;6020;30;-4998;-4836;95.4;N/A;E;Charcoal;corylus_nutshell;Bondevik_et_al._2019
Moere_og_Romsdal;aalesund;10642;Longva_65;Stone_Age;2015;Beta-428847;5980;30;-4946;-4787;95.4;N/A;E;Charcoal;betula;Bondevik_et_al._2019
Moere_og_Romsdal;aalesund;10642;Longva_65;Stone_Age;2015;Beta-458899;5830;30;-4784;-4605;95.4;N/A;E;Charcoal;corylus_nutshell;Bondevik_et_al._2019
Moere_og_Romsdal;aalesund;10642;Longva_65;Stone_Age;2015;Beta-389706;5800;30;-4721;-4554;95.4;N/A;E_(BASE)/F;Charcoal;corylus_nutshell;Bondevik_et_al._2019
Moere_og_Romsdal;aalesund;10642;Longva_65;Stone_Age;2015;Beta-428839;5680;30;-4590;-4453;95.4;N/A;E_(TOP);Charcoal;betula;Bondevik_et_al._2019
Moere_og_Romsdal;aalesund;10642;Longva_65;Stone_Age;2015;Beta-452531;5460;30;-4356;-4258;95.4;N/A;E_(TOP);Charcoal;corylus_nutshell;Bondevik_et_al._2019
Moere_og_Romsdal;aalesund;10642;Longva_65;Stone_Age;2015;Beta-452529;5420;30;-4340;-4236;95.4;N/A;E;Charcoal;corylus_nutshell;Bondevik_et_al._2019
Moere_og_Romsdal;aalesund;10642;Longva_65;Stone_Age;2015;Beta-428853;5330;30;-4255;-4050;95.4;N/A;E;Charcoal;corylus_nutshell;Bondevik_et_al._2019
Moere_og_Romsdal;aalesund;10642;Longva_65;Stone_Age;2015;Beta-452530;5250;30;-4229;-3977;95.4;N/A;E;Charcoal;corylus_nutshell;Bondevik_et_al._2019
Moere_og_Romsdal;aalesund;10642;Longva_65;Stone_Age;2015;Beta-428841;5250;30;-4229;-3977;95.4;N/A;D;Charcoal;corylus_nutshell;Bondevik_et_al._2019
Moere_og_Romsdal;aalesund;10642;Longva_65;Stone_Age;2015;Beta-428842;5250;30;-4229;-3977;95.4;N/A;E;Charcoal;corylus_nutshell;Bondevik_et_al._2019
Moere_og_Romsdal;aalesund;10642;Longva_65;Stone_Age;2015;Beta-389704;5230;30;-4225;-3967;95.4;N/A;E_(TOP);Charcoal;corylus_nutshell;Bondevik_et_al._2019
Moere_og_Romsdal;aalesund;10642;Longva_65;Stone_Age;2015;Beta-389705;5220;30;-4221;-3964;95.4;N/A;E_(MIDDLE);Charcoal;corylus_nutshell;Bondevik_et_al._2019
Moere_og_Romsdal;aalesund;10642;Longva_65;Stone_Age;2015;Beta-428849;5150;30;-4040;-3811;95.4;N/A;E_(TOP);Charcoal;corylus_nutshell;Bondevik_et_al._2019
Moere_og_Romsdal;aalesund;10642;Longva_65;Stone_Age;2015;Beta-458891;4840;30;-3696;-3532;95.4;N/A;E_(TOP);Charcoal;corylus_nutshell;Bondevik_et_al._2019
Moere_og_Romsdal;aalesund;10642;Longva_65;Stone_Age;2015;Beta-389711;4830;30;-3694;-3527;95.4;N/A;E_(TOP);Charcoal;salix;Bondevik_et_al._2019
Moere_og_Romsdal;aalesund;10642;Longva_65;Stone_Age;2015;Beta-389708;4730;30;-3635;-3377;95.4;N/A;D/E_(TOP;Charcoal;betula;Bondevik_et_al._2019
Moere_og_Romsdal;aalesund;10642;Longva_65;Stone_Age;2015;Beta-389715;4020;30;-2620;-2471;95.4;N/A;E_(TOP);Charcoal;corylus_nutshell;Bondevik_et_al._2019
Nordland;Meloey;10256;Soer-Fore_oevre;Artefact;1935;Beta-432341;4010;30;-2617;-2468;95.4;N/A;Paddle;Unburnt_wood;pinus;Wickler_2019
Nordland;Moskenes;10257;Storbaathallaren;Rockshelter;1970;T-1014;5250;80;-4325;-3823;95.4;N/A;Layer_(0,5_m_depth);Charcoal;Unknown;Gulliksen_et_al._1975
Nordland;Moskenes;10257;Storbaathallaren;Rockshelter;1970;T-1018;5080;90;-4045;-3661;95.4;N/A;Layer_(0,6-0,7_m_depth);Mollusks;Unknown;Gulliksen_et_al._1975
Nordland;Moskenes;10257;Storbaathallaren;Rockshelter;1970;T-1017;4910;80;-3943;-3525;95.5;N/A;Layer_(0,4-0,5_m_depth);Mollusks;Unknown;Gulliksen_et_al._1975
Nordland;Moskenes;10257;Storbaathallaren;Rockshelter;1970;T-1198;4740;140;-3908;-3093;95.4;N/A;Layer_(0,3_m_depth);Charcoal;Unknown;Gulliksen_et_al._1975
Nordland;Moskenes;10257;Storbaathallaren;Rockshelter;1970;T-1015;4000;800;-4689;-768;95.4;N/A;Layer_(0,7_m_depth)_undersized;Charcoal;Unknown;Gulliksen_et_al._1975
Nordland;Narvik;10258;Lille_Gautelis;Settlement;1971;T-1344;6130;170;-5469;-4703;95.4;N/A;Layer_(0,04-0,08_m_depth);Charcoal;Unknown;Gulliksen_et_al._1975
Nordland;Vega;10260;Mohalsen_IV;Stone_Age;1974;T-1807;9350;270;-9372;-7830;95.4;N/A;Hearth_(0,35_m_depth);Charcoal;Salix,_quercus;Gulliksen_et_al._1978
Nordland;Vega;10260;Mohalsen_IV;Stone_Age;1974;T-1808;8440;190;-8179;-7042;95.4;N/A;Charcoal_concentration;Charcoal;Quercus;Gulliksen_et_al._1978
Nordland;Vega;10261;Mohalsen2012II;Stone_Age;2012;Beta-335453;9540;40;9137;8755;95.3;N/A;Hearth_2;Charcoal;Unknown;Bjerck_et_al._2012
Nordland;Vega;10261;Mohalsen2012II;Stone_Age;2012;Beta-335452;9050;40;8305;8227;95.4;N/A;Hearth_1;Charcoal;Unknown;Bjerck_et_al._2012
Oslo;Oslo;10293;Nycoveien;Settlement;2006;Beta-217331;4180;40;-2891;-2631;95.4;N/A;S19_Stolpehull?;Charcoal;unknown;Roedsrud_2008
Oslo;Oslo;10294;Sjoemannskolen;Stone_Age;2004;Tua-5534;5820;55;-4800;-4538;95.4;N/A;Grop;Charcoal;betula;Mjaerum_2009
Oslo;Oslo;10294;Sjoemannskolen;Stone_Age;2004;T-17917;5645;80;-4683;-4346;95.4;N/A;Ildsted_nord;Charcoal;unknown;Mjaerum_2009
Oslo;Oslo;10294;Sjoemannskolen;Stone_Age;2004;Tua-5533;5505;45;-4454;-4263;95.4;N/A;Ildsted_soer;Charcoal;unknown;Mjaerum_2009
Rogaland;Eigersund;10296;Hellvik;Settlement;2005;Beta-251065;3290;40;-1664;-1459;95.4;N/A;Hus_I;Charred_cereal_grain;Unknown;"Sandvik_og_Jensen_2009;_Soerensen_2014"
Rogaland;Eigersund;10296;Kvaale;Settlement;2005;Tua-3393;3555;65;-2124;-1696;95.4;N/A;Hus_II;Charred_cereal_grain;Hordeum_vulgare;"Boersheim_2005;_Soerensen_2014"
Rogaland;Eigersund;10296;Kvaale;Settlement;2005;Tua-3392;3545;70;-2121;-1692;95.4;N/A;Hus_II;Charred_cereal_grain;Hordeum_vulgare;"Boersheim_2005;_Soerensen_2014"
Rogaland;Eigersund;10296;Kvaale;Settlement;2005;Tua-3396;3495;50;-1941;-1691;95.4;N/A;Hus_II;Charred_cereal_grain;Hordeum_vulgare;"Boersheim_2005;_Soerensen_2014"
Rogaland;Eigersund;10296;Kvaale;Settlement;2005;Tua-3397;3475;50;-1923;-1665;95.4;N/A;Hus_II;Charred_cereal_grain;Hordeum_vulgare;"Boersheim_2005;_Soerensen_2014"
Rogaland;Eigersund;10296;Kvaale;Settlement;2005;Tua-3391;3455;50;-1894;-1641;95.4;N/A;Hus_I;Charred_cereal_grain;Triticum_dicoccum;"Boersheim_2005;_Soerensen_2014"
Rogaland;Eigersund;10296;Kvaale;Settlement;2005;Tua-3400;3455;60;-1920;-1626;95.4;N/A;Hus_III;Charred_cereal_grain;Unknown;"Soltvedt_et_al._2007;_Soerensen_2014"
Rogaland;Eigersund;10296;Kvaale;Settlement;2005;Tua-3382;3435;65;-1923;-1564;95.4;N/A;Hus_I;Charred_cereal_grain;Hordeum_vulgare;"Boersheim_2005;_Soerensen_2014"
Rogaland;Eigersund;10296;Kvaale;Settlement;2005;Tua-3399;3395;50;-1877;-1535;95.4;N/A;Hus_III;Charred_cereal_grain;Hordeum_vulgare;"Soltvedt_et_al._2007;_Soerensen_2014"
Rogaland;Eigersund;10296;Kvaale;Settlement;2005;Tua-3398;3390;50;-1876;-1533;95.4;N/A;Hus_III;Charred_cereal_grain;Hordeum_vulgare;"Soltvedt_et_al._2007;_Soerensen_2014"
Rogaland;Eigersund;10296;Kvaale;Settlement;2005;Tua-3390;3335;50;-1742;-1504;95.4;N/A;Hus_I;Charred_cereal_grain;Hordeum_vulgare;"Boersheim_2005;_Soerensen_2014"
Rogaland;Eigersund;10296;Kvaale;Settlement;2005;Tua-3404;3250;70;-1728;-1396;95.4;N/A;Hus_IV;Charred_cereal_grain;Hordeum_vulgare;"Soltvedt_et_al._2007;_Soerensen_2014"
Rogaland;Eigeroey;10297;Groenevik_Felt_A;Settlement;1971;T-10098;3415;80;-1921;-1521;95.4;N/A;unknown;unknown;Unknown;Bang-Andersen_1995
Rogaland;Eigeroey;10298;R21_Gjedlestadvika;Stone_Age;1971;T-1209;3550;120;-2276;-1565;95.4;N/A;unknown;unknown;Unknown;Bang-Andersen_1995
Rogaland;Eigeroey;10299;Tangen_Lok._H;Stone_Age;1971;T-5372;4280;120;-3336;-2575;95.3;N/A;unknown;unknown;Unknown;Bang-Andersen_1995
Rogaland;Finnoey;10300;Talgje;Settlement;1993;Ua-3315;3450;60;-1916;-1624;95.4;N/A;Stolpehull;Charred_cereal_grain;Unknown;Soerensen_2014
Rogaland;Finnoey;10300;Talgje;Settlement;1993;Ua-3316;3380;60;-1877;-1526;95.4;N/A;Struktur_41;Charcoal;Unknown;Soltvedt_2000
Rogaland;Finnoey;10300;Talgje;Settlement;1993;Ua-3317;3330;60;-1753;-1456;95.4;N/A;Stolpehull;Charred_cereal_grain;Unknown;Soerensen_2014
Rogaland;Finnoey;10300;Talgje;Settlement;1993;Ua-3313;3280;65;-1731;-1429;95.4;N/A;Struktur_2;Charcoal;Unknown;Soltvedt_2000
Rogaland;Finnoey;10300;Talgje;Settlement;1993;Ua-3318;3205;65;-1631;-1303;95.4;N/A;Struktur_46;Charcoal;Unknown;Soltvedt_2000
Rogaland;Finnoey;10300;Talgje;Settlement;1993;Ua-3312;3190;70;-1623;-1290;95.4;N/A;Stolpehull;Charred_cereal_grain;Unknown;Soerensen_2014
Rogaland;Forsand;10301;Haaheller;Rockshelter;1979;T-3546;4190;90;-3011;-2492;95.4;N/A;West._Bottom_of_cultural_layer_78-82_cm;Charcoal;Unknown;Bang-Andersen_1984
Rogaland;Forsand;10301;Haaheller;Rockshelter;1979;T-3544;3920;90;-2835;-2137;95.4;N/A;East._Deepest_level_of_stone_age_layer;Charcoal;Pinus;Bang-Andersen_1984
Rogaland;Forsand;10301;Haaheller;Rockshelter;1979;T-3647;3540;50;-2022;-1744;95.4;N/A;West._Cultural_layer_42-45_cm;Charcoal;Unknown;Bang-Andersen_1984
Rogaland;Forsand;10303;Store_Floeyrlivatn;Stone_Age;1999;Beta-141301;9750;80;-9373;-8838;95.3;N/A;Site_3;Charcoal;Unknown;Toerhaug_og_aastveit_2017
Rogaland;Forsand;10303;Store_Floeyrlivatn;Stone_Age;1999;Beta-141295;9720;80;-9311;-8831;95.4;N/A;Site_3;Charcoal;Salix;Toerhaug_og_aastveit_2017
Rogaland;Forsand;10303;Store_Floeyrlivatn;Stone_Age;1999;Beta-141298;9700;70;-9293;-8836;95.4;N/A;Site_3;Charcoal;Unknown;Toerhaug_og_aastveit_2017
Rogaland;Forsand;10303;Store_Floeyrlivatn;Stone_Age;1999;Beta-141305;9630;80;-9252;-8792;95.4;N/A;Site_3;Charcoal;Unknown;Toerhaug_og_aastveit_2017
